Row ID,Order ID,Order Date,Ship Date,Customer ID,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity
2825,US-2016-112914,25-09-2016,30-09-2016,MT-18070,United States,Houston,Texas,77041,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.792,10
2826,US-2016-112914,25-09-2016,30-09-2016,MT-18070,United States,Houston,Texas,77041,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,1
2827,US-2016-112914,25-09-2016,30-09-2016,MT-18070,United States,Houston,Texas,77041,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,1
2828,US-2016-112914,25-09-2016,30-09-2016,MT-18070,United States,Houston,Texas,77041,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2
2829,CA-2018-124149,23-04-2018,26-04-2018,MJ-17740,United States,Lancaster,Ohio,43130,East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,6
2830,CA-2018-124149,23-04-2018,26-04-2018,MJ-17740,United States,Lancaster,Ohio,43130,East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5
2831,CA-2018-124149,23-04-2018,26-04-2018,MJ-17740,United States,Lancaster,Ohio,43130,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304,2
2832,CA-2016-148915,01-11-2016,05-11-2016,ND-18370,United States,Portland,Oregon,97206,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,7
2833,CA-2016-148915,01-11-2016,05-11-2016,ND-18370,United States,Portland,Oregon,97206,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,4
2834,CA-2019-134649,26-01-2019,31-01-2019,CA-11965,United States,Hoover,Alabama,35244,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47,5
2835,CA-2019-134649,26-01-2019,31-01-2019,CA-11965,United States,Hoover,Alabama,35244,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,1
2836,CA-2019-110842,11-11-2019,16-11-2019,GA-14725,United States,Los Angeles,California,90036,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1
2837,CA-2019-110842,11-11-2019,16-11-2019,GA-14725,United States,Los Angeles,California,90036,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,4
2838,CA-2019-110842,11-11-2019,16-11-2019,GA-14725,United States,Los Angeles,California,90036,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5
2839,CA-2018-147368,09-06-2018,12-06-2018,TC-21295,United States,Tallahassee,Florida,32303,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,1
2840,US-2017-104185,03-09-2017,08-09-2017,JB-15400,United States,New York City,New York,10009,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33,2
2841,US-2016-125521,14-03-2016,19-03-2016,CK-12325,United States,Chesapeake,Virginia,23320,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,3
2842,US-2019-135062,31-08-2019,04-09-2019,RL-19615,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.544,6
2843,CA-2019-135650,23-03-2019,27-03-2019,AC-10660,United States,Huntsville,Texas,77340,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,2
2844,CA-2019-112865,18-05-2019,22-05-2019,BH-11710,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048,3
2845,US-2018-162852,27-12-2018,31-12-2018,BG-11695,United States,Woodstock,Illinois,60098,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488,10
2846,CA-2019-138163,17-11-2019,20-11-2019,XP-21865,United States,Everett,Massachusetts,2149,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,4
2847,CA-2019-152093,10-09-2019,15-09-2019,SN-20560,United States,Chicago,Illinois,60653,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3
2848,CA-2019-157854,08-04-2019,15-04-2019,DM-13345,United States,Roswell,Georgia,30076,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,7
2849,CA-2019-157854,08-04-2019,15-04-2019,DM-13345,United States,Roswell,Georgia,30076,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,3
2850,CA-2018-123617,28-11-2018,03-12-2018,AJ-10780,United States,Palm Coast,Florida,32137,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434,7
2851,US-2018-128293,02-06-2018,05-06-2018,KC-16255,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,2
2852,CA-2019-107342,17-12-2019,22-12-2019,VF-21715,United States,Columbus,Indiana,47201,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4
2853,CA-2018-136371,19-03-2018,21-03-2018,SV-20935,United States,Oceanside,New York,11572,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1
2854,CA-2018-136371,19-03-2018,21-03-2018,SV-20935,United States,Oceanside,New York,11572,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,3
2855,CA-2019-137344,20-08-2019,20-08-2019,EM-13810,United States,Franklin,Massachusetts,2038,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,4
2856,CA-2019-169810,25-07-2019,31-07-2019,RB-19360,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,20.23,7
2857,CA-2018-128594,26-08-2018,29-08-2018,DJ-13510,United States,San Diego,California,92037,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4
2858,CA-2018-154690,15-08-2018,17-08-2018,CC-12370,United States,Fayetteville,North Carolina,28314,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,1
2859,CA-2019-138975,19-05-2019,23-05-2019,SC-20380,United States,Atlanta,Georgia,30318,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,3
2860,CA-2019-138975,19-05-2019,23-05-2019,SC-20380,United States,Atlanta,Georgia,30318,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,4
2861,CA-2019-138975,19-05-2019,23-05-2019,SC-20380,United States,Atlanta,Georgia,30318,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,8
2862,CA-2019-138975,19-05-2019,23-05-2019,SC-20380,United States,Atlanta,Georgia,30318,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93,7
2863,CA-2019-106537,12-08-2019,17-08-2019,RH-19495,United States,Orlando,Florida,32839,South,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.736,4
2864,US-2019-103828,13-08-2019,13-08-2019,JK-15370,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,4
2865,US-2019-103828,13-08-2019,13-08-2019,JK-15370,United States,San Francisco,California,94122,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,5
2866,US-2019-103828,13-08-2019,13-08-2019,JK-15370,United States,San Francisco,California,94122,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3
2867,US-2019-103828,13-08-2019,13-08-2019,JK-15370,United States,San Francisco,California,94122,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.92,4
2868,CA-2018-115588,10-11-2018,12-11-2018,AF-10885,United States,Toledo,Ohio,43615,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72,7
2869,CA-2018-115588,10-11-2018,12-11-2018,AF-10885,United States,Toledo,Ohio,43615,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,3
2870,CA-2019-143861,12-06-2019,19-06-2019,LC-16885,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2
2871,CA-2016-148040,22-03-2016,26-03-2016,BF-11275,United States,Tucson,Arizona,85705,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352,4
2872,CA-2016-148040,22-03-2016,26-03-2016,BF-11275,United States,Tucson,Arizona,85705,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3
2873,CA-2019-135167,15-06-2019,20-06-2019,SC-20800,United States,Los Angeles,California,90036,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1
2874,CA-2019-137022,16-11-2019,22-11-2019,SW-20275,United States,San Diego,California,92105,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,9
2875,US-2019-102638,29-12-2019,31-12-2019,MC-17845,United States,New York City,New York,10035,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,6.03,3
2876,US-2018-167339,21-01-2018,23-01-2018,TD-20995,United States,San Diego,California,92037,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.568,2
2877,US-2018-167339,21-01-2018,23-01-2018,TD-20995,United States,San Diego,California,92037,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7
2878,CA-2018-152072,15-01-2018,19-01-2018,Dp-13240,United States,Westfield,New Jersey,7090,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,1
2879,CA-2018-152072,15-01-2018,19-01-2018,Dp-13240,United States,Westfield,New Jersey,7090,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,1
2880,CA-2018-152072,15-01-2018,19-01-2018,Dp-13240,United States,Westfield,New Jersey,7090,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3
2881,CA-2018-102932,19-09-2018,23-09-2018,SD-20485,United States,Orange,New Jersey,7050,East,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44,5
2882,CA-2018-102932,19-09-2018,23-09-2018,SD-20485,United States,Orange,New Jersey,7050,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3
2883,CA-2016-165540,21-02-2016,25-02-2016,TM-21010,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,5
2884,CA-2018-130799,11-11-2018,16-11-2018,BK-11260,United States,San Francisco,California,94110,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,3
2885,CA-2018-164483,30-01-2018,03-02-2018,JF-15490,United States,San Francisco,California,94122,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2
2886,US-2018-159856,18-10-2018,22-10-2018,EP-13915,United States,Tempe,Arizona,85281,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92,6
2887,CA-2019-102099,18-12-2019,19-12-2019,EP-13915,United States,Los Angeles,California,90008,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,4
2888,CA-2019-102099,18-12-2019,19-12-2019,EP-13915,United States,Los Angeles,California,90008,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,1
2889,CA-2019-102099,18-12-2019,19-12-2019,EP-13915,United States,Los Angeles,California,90008,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.4,6
2890,CA-2019-164049,02-11-2019,06-11-2019,KH-16630,United States,Seattle,Washington,98105,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,6
2891,CA-2016-142727,29-04-2016,01-05-2016,HG-14845,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2
2892,CA-2016-142727,29-04-2016,01-05-2016,HG-14845,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,4
2893,CA-2019-139913,23-10-2019,29-10-2019,JC-16105,United States,Rochester,New York,14609,East,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,11.56,1
2894,CA-2019-139913,23-10-2019,29-10-2019,JC-16105,United States,Rochester,New York,14609,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,7
2895,CA-2019-139913,23-10-2019,29-10-2019,JC-16105,United States,Rochester,New York,14609,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,14
2896,CA-2019-139913,23-10-2019,29-10-2019,JC-16105,United States,Rochester,New York,14609,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3
2897,CA-2016-169033,30-03-2016,03-04-2016,KM-16720,United States,Long Beach,New York,11561,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,49.65,6
2898,US-2018-164630,04-01-2018,09-01-2018,EB-13975,United States,Charlotte,North Carolina,28205,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.968,4
2899,US-2017-114839,26-04-2017,30-04-2017,PW-19240,United States,Houston,Texas,77036,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2
2900,CA-2017-166464,12-09-2017,17-09-2017,PG-18895,United States,New York City,New York,10035,East,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,1
2901,CA-2017-166464,12-09-2017,17-09-2017,PG-18895,United States,New York City,New York,10035,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6,3
2902,CA-2019-124898,11-09-2019,15-09-2019,DB-12910,United States,Columbus,Georgia,31907,South,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66,6
2903,CA-2018-164035,12-06-2018,17-06-2018,CR-12730,United States,Chicago,Illinois,60610,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,5
2904,CA-2018-153577,27-06-2018,01-07-2018,KH-16330,United States,Highland Park,Illinois,60035,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.464,7
2905,CA-2018-153577,27-06-2018,01-07-2018,KH-16330,United States,Highland Park,Illinois,60035,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,4
2906,CA-2016-127586,26-09-2016,30-09-2016,CS-12400,United States,Seattle,Washington,98115,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,1
2907,CA-2019-121615,03-11-2019,09-11-2019,DL-12925,United States,Eagan,Minnesota,55122,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56,1
2908,CA-2019-121615,03-11-2019,09-11-2019,DL-12925,United States,Eagan,Minnesota,55122,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4,5
2909,CA-2019-121615,03-11-2019,09-11-2019,DL-12925,United States,Eagan,Minnesota,55122,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94,3
2910,CA-2019-166415,19-02-2019,23-02-2019,ME-17725,United States,Seattle,Washington,98103,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,11.22,3
2911,CA-2017-118444,05-11-2017,09-11-2017,VD-21670,United States,Coral Springs,Florida,33065,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4
2912,CA-2016-113929,16-06-2016,21-06-2016,CK-12205,United States,Hempstead,New York,11550,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,41.4,7
2913,CA-2016-113929,16-06-2016,21-06-2016,CK-12205,United States,Hempstead,New York,11550,East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,35,3
2914,CA-2016-113929,16-06-2016,21-06-2016,CK-12205,United States,Hempstead,New York,11550,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,39.552,3
2915,CA-2017-134747,12-10-2017,17-10-2017,DL-12925,United States,Noblesville,Indiana,46060,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,135.72,3
2916,CA-2017-134747,12-10-2017,17-10-2017,DL-12925,United States,Noblesville,Indiana,46060,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,12.56,1
2917,CA-2017-134747,12-10-2017,17-10-2017,DL-12925,United States,Noblesville,Indiana,46060,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,4
2918,CA-2019-155047,27-08-2019,30-08-2019,SE-20110,United States,Dallas,Texas,75220,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",5.952,1
2919,CA-2018-160129,23-11-2018,23-11-2018,LS-17200,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,7
2920,CA-2018-160129,23-11-2018,23-11-2018,LS-17200,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,1
2921,CA-2018-160129,23-11-2018,23-11-2018,LS-17200,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448,5
2922,CA-2019-164329,30-01-2019,30-01-2019,MM-17920,United States,San Francisco,California,94109,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,1
2923,US-2017-141453,30-11-2017,03-12-2017,DB-13270,United States,Austin,Texas,78745,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882,4
2924,CA-2016-156993,28-06-2016,04-07-2016,RW-19630,United States,Detroit,Michigan,48234,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,6.08,2
2925,CA-2016-157721,02-09-2016,05-09-2016,JM-16195,United States,Watertown,New York,13601,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,2
2926,CA-2016-157721,02-09-2016,05-09-2016,JM-16195,United States,Watertown,New York,13601,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1
2927,CA-2019-128629,10-07-2019,14-07-2019,BP-11155,United States,Columbus,Georgia,31907,South,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84,3
2928,CA-2019-158106,04-06-2019,10-06-2019,CT-11995,United States,Apple Valley,Minnesota,55124,Central,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,4
2929,US-2019-120390,19-10-2019,26-10-2019,TH-21550,United States,Burlington,North Carolina,27217,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.188,4
2930,CA-2019-143434,18-11-2019,24-11-2019,ME-17320,United States,Saginaw,Michigan,48601,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4
2931,CA-2017-168564,08-08-2017,08-08-2017,TT-21220,United States,San Francisco,California,94109,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,1
2932,CA-2017-168564,08-08-2017,08-08-2017,TT-21220,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28,1
2933,CA-2017-168564,08-08-2017,08-08-2017,TT-21220,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1
2934,US-2018-169040,06-12-2018,12-12-2018,GT-14710,United States,Seattle,Washington,98105,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1
2935,US-2018-169040,06-12-2018,12-12-2018,GT-14710,United States,Seattle,Washington,98105,West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,431.976,4
2936,US-2018-169040,06-12-2018,12-12-2018,GT-14710,United States,Seattle,Washington,98105,West,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,2
2937,US-2018-169040,06-12-2018,12-12-2018,GT-14710,United States,Seattle,Washington,98105,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.208,7
2938,US-2018-169040,06-12-2018,12-12-2018,GT-14710,United States,Seattle,Washington,98105,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,248.08,7
2939,US-2018-169040,06-12-2018,12-12-2018,GT-14710,United States,Seattle,Washington,98105,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,7
2940,US-2018-169040,06-12-2018,12-12-2018,GT-14710,United States,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3
2941,CA-2019-155880,25-03-2019,31-03-2019,JD-16150,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1
2942,CA-2019-155880,25-03-2019,31-03-2019,JD-16150,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,7
2943,CA-2019-155880,25-03-2019,31-03-2019,JD-16150,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3
2944,CA-2019-126242,19-11-2019,24-11-2019,MC-18100,United States,Los Angeles,California,90049,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,10
2945,CA-2019-126242,19-11-2019,24-11-2019,MC-18100,United States,Los Angeles,California,90049,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1
2946,CA-2018-166443,04-11-2018,05-11-2018,LH-17020,United States,San Francisco,California,94122,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,6
2947,CA-2019-169859,14-12-2019,18-12-2019,MP-18175,United States,San Diego,California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3
2948,CA-2019-169859,14-12-2019,18-12-2019,MP-18175,United States,San Diego,California,92024,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,13
2949,CA-2019-169859,14-12-2019,18-12-2019,MP-18175,United States,San Diego,California,92024,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5
2950,CA-2019-134915,12-11-2019,12-11-2019,EM-14140,United States,Glendale,Arizona,85301,West,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,41.6,3
2951,CA-2019-134915,12-11-2019,12-11-2019,EM-14140,United States,Glendale,Arizona,85301,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,5
2952,CA-2019-134915,12-11-2019,12-11-2019,EM-14140,United States,Glendale,Arizona,85301,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,1
2953,CA-2019-134915,12-11-2019,12-11-2019,EM-14140,United States,Glendale,Arizona,85301,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,2
2954,CA-2019-134915,12-11-2019,12-11-2019,EM-14140,United States,Glendale,Arizona,85301,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.92,1
2955,CA-2019-134915,12-11-2019,12-11-2019,EM-14140,United States,Glendale,Arizona,85301,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,671.984,2
2956,CA-2018-153353,18-08-2018,24-08-2018,GG-14650,United States,New York City,New York,10035,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,2
2957,CA-2019-123638,27-06-2019,04-07-2019,MA-17995,United States,Watertown,New York,13601,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646,3
2958,CA-2019-168900,04-05-2019,09-05-2019,SH-20395,United States,Springfield,Ohio,45503,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313,2
2959,CA-2017-158456,24-12-2017,29-12-2017,KT-16465,United States,Los Angeles,California,90032,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4
2960,CA-2017-158456,24-12-2017,29-12-2017,KT-16465,United States,Los Angeles,California,90032,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4
2961,CA-2019-143665,26-04-2019,01-05-2019,PO-19180,United States,Seattle,Washington,98115,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34,4
2962,CA-2019-143665,26-04-2019,01-05-2019,PO-19180,United States,Seattle,Washington,98115,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,39.28,8
2963,CA-2019-137428,16-12-2019,21-12-2019,AY-10555,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,1
2964,CA-2019-137428,16-12-2019,21-12-2019,AY-10555,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,1
2965,CA-2019-137428,16-12-2019,21-12-2019,AY-10555,United States,Oceanside,California,92054,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24.32,7
2966,CA-2019-137428,16-12-2019,21-12-2019,AY-10555,United States,Oceanside,California,92054,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2
2967,CA-2016-162866,27-12-2016,31-12-2016,Co-12640,United States,Skokie,Illinois,60076,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,5
